Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
315,tt0083395,2015-11-28,2015-11-28,,Cagney & Lacey,https://www.imdb.com/title/tt0083395/,tvSeries,6.8,60,1981,"Crime, Drama, Mystery, Thriller",3409,1981-10-08,
316,tt0083470,2015-11-28,2015-11-28,,Remington Steele,https://www.imdb.com/title/tt0083470/,tvSeries,7.2,60,1982,"Action, Adventure, Comedy, Crime, Drama, Mystery, Romance, Thriller",7500,1982-10-01,
317,tt0086659,2015-11-28,2015-11-28,,'Allo 'Allo!,https://www.imdb.com/title/tt0086659/,tvSeries,8.4,45,1982,"Comedy, History, War",23663,1982-12-30,
318,tt0083466,2015-11-28,2015-11-28,,Police Squad!,https://www.imdb.com/title/tt0083466/,tvSeries,8.4,24,1982,"Comedy, Crime",15974,1982-03-04,
319,tt0083437,2015-11-28,2015-11-28,,Knight Rider,https://www.imdb.com/title/tt0083437/,tvSeries,6.9,46,1982,"Action, Crime, Drama, Sci-Fi",30304,1982-09-26,
320,tt0083402,2015-11-28,2015-11-28,,The Comic Strip Presents...,https://www.imdb.com/title/tt0083402/,tvSeries,7.9,,1982,Comedy,1246,1982-11-02,
321,tt4723216,2015-11-28,2015-11-28,,Maurizio Costanzo Show,https://www.imdb.com/title/tt4723216/,tvSeries,5.9,120,1982,"Family, Talk-Show",17,1982-09-14,
322,tt0083399,2015-11-28,2015-11-28,,Cheers,https://www.imdb.com/title/tt0083399/,tvSeries,7.8,22,1982,"Comedy, Drama",48229,1982-09-30,
323,tt0081935,2015-11-28,2015-11-28,,Sons and Daughters,https://www.imdb.com/title/tt0081935/,tvSeries,5.9,30,1982,"Drama, Romance",229,1982-01-17,
324,tt0083505,2015-11-28,2015-11-28,,The Young Ones,https://www.imdb.com/title/tt0083505/,tvSeries,8.2,410,1982,Comedy,13455,1982-11-09,
325,tt0083392,2015-11-28,2015-11-28,,Brookside,https://www.imdb.com/title/tt0083392/,tvSeries,6.6,30,1982,Drama,630,1982-11-02,
326,tt0083412,2015-11-28,2015-11-28,,Fame,https://www.imdb.com/title/tt0083412/,tvSeries,7.0,60,1982,"Drama, Music, Musical, Romance",3243,1982-01-07,
327,tt0083483,2015-11-28,2015-11-28,,St. Elsewhere,https://www.imdb.com/title/tt0083483/,tvSeries,7.9,60,1982,"Comedy, Drama",3760,1982-10-26,
328,tt0083689,2015-11-28,2015-11-28,,Boys from the Blackstuff,https://www.imdb.com/title/tt0083689/,tvMiniSeries,8.6,50,1982,Drama,1122,1982-10-10,
329,tt0084967,2015-11-28,2015-11-28,,The A-Team,https://www.imdb.com/title/tt0084967/,tvSeries,7.5,60,1983,"Action, Adventure, Crime",34422,1983-01-23,
330,tt0086665,2015-11-28,2015-11-28,,"Auf Wiedersehen, Pet",https://www.imdb.com/title/tt0086665/,tvSeries,8.4,60,1983,"Comedy, Drama",2947,1983-11-11,
331,tt0085040,2015-11-28,2015-11-28,,Just Good Friends,https://www.imdb.com/title/tt0085040/,tvSeries,7.0,92,1983,Comedy,841,1983-09-22,
332,tt0085079,2015-11-28,2015-11-28,,Return to Eden,https://www.imdb.com/title/tt0085079/,tvMiniSeries,7.3,267,1983,"Drama, Romance, Thriller",1260,1983-09-27,
333,tt0088621,2015-11-28,2015-11-28,,Taggart,https://www.imdb.com/title/tt0088621/,tvSeries,7.2,120,1983,"Crime, Drama, Mystery",1381,1983-09-06,
334,tt0085106,2015-11-28,2015-11-28,,V,https://www.imdb.com/title/tt0085106/,tvMiniSeries,7.9,197,1983,"Action, Adventure, Sci-Fi",13716,1983-05-01,
335,tt0084991,2015-11-28,2015-11-28,,Brass,https://www.imdb.com/title/tt0084991/,tvSeries,7.9,30,1983,Comedy,143,1983-02-21,
336,tt0085111,2015-11-28,2015-11-28,,Widows,https://www.imdb.com/title/tt0085111/,tvMiniSeries,7.6,301,1983,"Crime, Drama",396,1983-03-16,
337,tt0085101,2015-11-28,2015-11-28,,The Thorn Birds,https://www.imdb.com/title/tt0085101/,tvMiniSeries,7.9,460,1983,"Drama, Romance",8194,1983-03-27,
338,tt0086807,2015-11-28,2015-11-28,,Spitting Image,https://www.imdb.com/title/tt0086807/,tvSeries,7.4,25,1984,Comedy,2081,1984-02-26,
339,tt0084987,2015-11-28,2015-11-28,,The Bill,https://www.imdb.com/title/tt0084987/,tvSeries,6.6,50,1984,"Crime, Drama",2975,1984-10-16,
340,tt0086661,2015-11-28,2015-11-28,,The Adventures of Sherlock Holmes,https://www.imdb.com/title/tt0086661/,tvSeries,8.7,60,1984,"Crime, Drama, Mystery",19969,1984-04-24,
341,tt0337666,2015-11-28,2015-11-28,,1st Annual MTV Video Music Awards,https://www.imdb.com/title/tt0337666/,tvSpecial,7.5,180,1984,Music,80,1984-09-14,Edd Griles
342,tt1877711,2015-11-28,2015-11-28,,Miss Marple,https://www.imdb.com/title/tt1877711/,movie,,,,"Crime, Mystery",,,
343,tt0086765,2015-11-28,2015-11-28,,"Murder, She Wrote",https://www.imdb.com/title/tt0086765/,tvSeries,7.0,50,1984,"Crime, Drama, Mystery",18813,1984-09-30,
344,tt0086760,2015-11-28,2015-11-28,,Mike Hammer,https://www.imdb.com/title/tt0086760/,tvSeries,6.9,60,1984,"Crime, Drama, Mystery, Thriller",951,1984-01-26,
345,tt0086779,2015-11-28,2015-11-28,,La piovra,https://www.imdb.com/title/tt0086779/,tvSeries,8.5,402,1984,"Crime, Drama, Mystery, Romance, Thriller",3311,1984-03-11,
346,tt0086770,2015-11-28,2015-11-28,,Night Court,https://www.imdb.com/title/tt0086770/,tvSeries,7.6,30,1984,Comedy,10682,1984-01-04,
347,tt0086708,2015-11-28,2015-11-28,,Ever Decreasing Circles,https://www.imdb.com/title/tt0086708/,tvSeries,7.1,30,1984,"Comedy, Drama",939,1984-01-29,
348,tt0087400,2015-11-28,2015-11-28,,Heimat - Eine Chronik in elf Teilen,https://www.imdb.com/title/tt0087400/,tvMiniSeries,8.7,924,1984,"Drama, History, War",2981,1984-09-16,
349,tt0086791,2015-11-28,2015-11-28,,Robin of Sherwood,https://www.imdb.com/title/tt0086791/,tvSeries,8.5,60,1984,"Action, Fantasy, Drama",4015,1984-01-15,
350,tt0086739,2015-11-28,2015-11-28,,The Jewel in the Crown,https://www.imdb.com/title/tt0086739/,tvMiniSeries,8.3,778,1984,"Drama, History, Romance, War",1946,1984-01-09,
351,tt0086687,2015-11-28,2015-11-28,,The Cosby Show,https://www.imdb.com/title/tt0086687/,tvSeries,7.3,30,1984,"Comedy, Family, Romance",31450,1984-09-20,
352,tt0090163,2015-11-28,2015-11-28,,Threads,https://www.imdb.com/title/tt0090163/,tvMovie,8.0,112,1984,"Drama, Sci-Fi, War",12267,1984-09-23,Mick Jackson
353,tt0086759,2015-11-28,2015-11-28,,Miami Vice,https://www.imdb.com/title/tt0086759/,tvSeries,7.5,48,1984,"Action, Crime, Drama, Mystery, Thriller",23376,1984-09-16,
354,tt0088479,2015-11-28,2015-11-28,,Anzacs,https://www.imdb.com/title/tt0088479/,tvMiniSeries,8.2,165,1985,"Drama, History, War",688,1985-10-27,
355,tt0088601,2015-11-28,2015-11-28,,Die Schwarzwaldklinik,https://www.imdb.com/title/tt0088601/,tvSeries,5.4,90,1985,"Drama, Family",527,1985-10-22,
356,tt0081834,2015-11-28,2015-11-28,,Das Boot,https://www.imdb.com/title/tt0081834/,tvMiniSeries,8.8,293,1985,"Drama, Thriller, War",26582,1985-02-24,
357,tt0090424,2015-11-28,2015-11-28,,Edge of Darkness,https://www.imdb.com/title/tt0090424/,tvMiniSeries,8.4,307,1985,"Crime, Drama, Mystery, Thriller",3528,1985-11-04,
358,tt0088571,2015-11-28,2015-11-28,,Moonlighting,https://www.imdb.com/title/tt0088571/,tvSeries,7.6,60,1985,"Comedy, Drama, Mystery, Romance",18220,1985-03-03,
359,tt0088554,2015-11-28,2015-11-28,,Lindenstra�e,https://www.imdb.com/title/tt0088554/,tvSeries,4.7,30,1985,"Drama, Family",680,1985-12-08,
360,tt0088580,2015-11-28,2015-11-28,,Neighbours,https://www.imdb.com/title/tt0088580/,tvSeries,5.4,22,1985,"Drama, Romance",4791,1985-03-18,
361,tt0088512,2015-11-28,2015-11-28,,EastEnders,https://www.imdb.com/title/tt0088512/,tvSeries,4.7,30,1985,"Crime, Drama, Romance",7623,1985-02-19,
362,tt0149542,2015-11-28,2015-11-28,,Victoria Wood: As Seen on TV,https://www.imdb.com/title/tt0149542/,tvSeries,7.9,30,1985,Comedy,340,1985-01-11,
363,tt0088604,2015-11-28,2015-11-28,,The Secret Diary of Adrian Mole Aged 13�,https://www.imdb.com/title/tt0088604/,tvSeries,7.7,26,1985,"Comedy, Family",423,1985-09-16,
364,tt0088503,2015-11-28,2015-11-28,,Dempsey and Makepeace,https://www.imdb.com/title/tt0088503/,tvSeries,7.4,60,1985,"Action, Crime, Drama, Mystery",1514,1985-01-11,
365,tt0088526,2015-11-28,2015-11-28,,The Golden Girls,https://www.imdb.com/title/tt0088526/,tvSeries,7.9,30,1985,"Comedy, Drama",31787,1985-09-14,
366,tt0088550,2015-11-28,2015-11-28,,Larry King Live,https://www.imdb.com/title/tt0088550/,tvSeries,5.5,60,1985,"News, Talk-Show",957,1985-06-03,
367,tt0088583,2015-11-28,2015-11-28,,North and South,https://www.imdb.com/title/tt0088583/,tvMiniSeries,8.1,561,1985,"Drama, History, Romance, War",9702,1985-11-03,
368,tt0088561,2015-11-28,2015-11-28,,Mapp & Lucia,https://www.imdb.com/title/tt0088561/,tvSeries,8.2,60,1985,Comedy,389,1985-04-14,
369,tt2588518,2015-11-28,2015-11-28,,Quelli della notte,https://www.imdb.com/title/tt2588518/,tvSeries,7.9,60,1985,Talk-Show,14,1985-04-29,
370,tt0088519,2015-11-28,2015-11-28,,The Flying Doctors,https://www.imdb.com/title/tt0088519/,tvSeries,6.8,50,1986,Drama,735,1986-05-15,
371,tt0090402,2015-11-28,2015-11-28,,Bread,https://www.imdb.com/title/tt0090402/,tvSeries,6.1,70,1986,Comedy,1105,1986-05-01,
372,tt0090390,2015-11-28,2015-11-28,,ALF,https://www.imdb.com/title/tt0090390/,tvSeries,7.4,30,1986,"Comedy, Family, Sci-Fi",31689,1986-09-22,
373,tt0098849,2015-11-28,2015-11-28,,The Life and Loves of a She-Devil,https://www.imdb.com/title/tt0098849/,tvMiniSeries,8.0,229,1986,Drama,556,1986-10-08,
374,tt0224856,2015-11-28,2015-11-28,,La dama de rosa,https://www.imdb.com/title/tt0224856/,tvSeries,6.3,60,1986,"Drama, Romance",40,1986-12-31,
375,tt0090541,2015-11-28,2015-11-28,,A Very Peculiar Practice,https://www.imdb.com/title/tt0090541/,tvSeries,8.3,50,1986,"Comedy, Drama",427,1986-05-21,
376,tt0092404,2015-11-28,2015-11-28,,The Monocled Mutineer,https://www.imdb.com/title/tt0092404/,tvMiniSeries,8.3,310,1986,"Drama, History, War",268,1986-08-31,
377,tt0090493,2015-11-28,2015-11-28,,The Oprah Winfrey Show,https://www.imdb.com/title/tt0090493/,tvSeries,5.1,60,1986,"News, Talk-Show",4619,1986-01-07,
378,tt0090472,2015-11-28,2015-11-28,,Liebling Kreuzberg,https://www.imdb.com/title/tt0090472/,tvSeries,7.2,45,1986,"Comedy, Thriller",154,1986-02-17,
379,tt0090459,2015-11-28,2015-11-28,,It's Garry Shandling's Show.,https://www.imdb.com/title/tt0090459/,tvSeries,7.5,30,1986,Comedy,1404,1986-09-10,
380,tt0096555,2015-11-28,2015-11-28,,Casualty,https://www.imdb.com/title/tt0096555/,tvSeries,6.0,50,1986,Drama,2594,1986-09-06,
381,tt5181856,2015-11-28,2015-11-28,,La corrida,https://www.imdb.com/title/tt5181856/,tvSeries,6.0,180,1986,"Family, Fantasy, Music",13,1986-07-05,
382,tt0090466,2015-11-28,2015-11-28,,L.A. Law,https://www.imdb.com/title/tt0090466/,tvSeries,7.0,46,1986,Drama,4685,1986-09-15,
383,tt0090481,2015-11-28,2015-11-28,,Matlock,https://www.imdb.com/title/tt0090481/,tvSeries,7.0,60,1986,"Crime, Drama, Mystery",6539,1986-03-03,
384,tt0090521,2015-11-28,2015-11-28,,The Singing Detective,https://www.imdb.com/title/tt0090521/,tvMiniSeries,8.6,415,1986,"Drama, Musical, Mystery, Thriller",4121,1986-11-16,
385,tt0090453,2015-11-28,2015-11-28,,Hot Metal,https://www.imdb.com/title/tt0090453/,tvSeries,8.1,,1986,Comedy,88,1986-02-16,
386,tt0094447,2015-11-28,2015-11-28,,Dear John,https://www.imdb.com/title/tt0094447/,tvSeries,6.8,30,1988,Comedy,1351,1988-10-06,
387,tt0092400,2015-11-28,2015-11-28,,Married with Children,https://www.imdb.com/title/tt0092400/,tvSeries,8.0,22,1987,Comedy,96728,1987-04-05,
388,tt0092462,2015-11-28,2015-11-28,,Talking Heads,https://www.imdb.com/title/tt0092462/,tvMiniSeries,8.6,,1987,"Comedy, Drama",322,1988-04-19,
389,tt0092355,2015-11-28,2015-11-28,,French and Saunders,https://www.imdb.com/title/tt0092355/,tvSeries,7.6,30,1987,Comedy,3052,1987-03-09,
390,tt0092471,2015-11-28,2015-11-28,,Tutti Frutti,https://www.imdb.com/title/tt0092471/,tvMiniSeries,8.0,69,1987,"Comedy, Drama",287,1987-03-03,
391,tt0094519,2015-11-28,2015-11-28,,The New Statesman,https://www.imdb.com/title/tt0094519/,tvSeries,7.8,70,1987,Comedy,2240,1987-09-13,
392,tt0188348,2015-11-28,2015-11-28,,Nessuno torna indietro,https://www.imdb.com/title/tt0188348/,tvSeries,5.9,360,1987,,11,1987-03-26,
393,tt0092428,2015-11-28,2015-11-28,,Porterhouse Blue,https://www.imdb.com/title/tt0092428/,tvMiniSeries,7.7,200,1987,Comedy,400,1987-06-03,
394,tt0092492,2015-11-28,2015-11-28,,Thirtysomething,https://www.imdb.com/title/tt0092492/,tvSeries,7.4,60,1987,"Drama, Romance",2199,1987-09-29,
395,tt0268093,2015-11-28,2015-11-28,,Ramayan,https://www.imdb.com/title/tt0268093/,tvSeries,9.1,30,1987,"Adventure, Drama, Family, Fantasy, Musical, War",14217,1987-01-25,
396,tt0092359,2015-11-28,2015-11-28,,Full House,https://www.imdb.com/title/tt0092359/,tvSeries,6.7,22,1987,"Comedy, Drama, Family",53064,1987-03-10,
397,tt0092455,2015-11-28,2015-11-28,,Star Trek: The Next Generation,https://www.imdb.com/title/tt0092455/,tvSeries,8.6,44,1987,"Action, Adventure, Mystery, Sci-Fi",101814,1987-09-26,
398,tt0092402,2015-11-28,2015-11-28,,Max Headroom,https://www.imdb.com/title/tt0092402/,tvSeries,7.3,60,1987,"Comedy, Sci-Fi",2373,1987-03-31,
399,tt0092379,2015-11-28,2015-11-28,,Inspector Morse,https://www.imdb.com/title/tt0092379/,tvSeries,8.1,100,1987,"Crime, Drama, Mystery",10168,1987-01-06,
400,tt0094481,2015-11-28,2015-11-28,,Home and Away,https://www.imdb.com/title/tt0094481/,tvSeries,5.1,22,1988,"Drama, Romance",5509,1988-01-17,
401,tt0094517,2015-11-28,2015-11-28,,Mystery Science Theater 3000,https://www.imdb.com/title/tt0094517/,tvSeries,8.5,92,1988,"Comedy, Sci-Fi",22982,1988-11-24,
402,tt0158417,2015-11-28,2015-11-28,,Mahabharat,https://www.imdb.com/title/tt0158417/,tvSeries,8.9,45,1988,"Adventure, Drama, History, War",12995,1988-10-02,
403,tt0094540,2015-11-28,2015-11-28,,Roseanne,https://www.imdb.com/title/tt0094540/,tvSeries,7.0,21,1988,"Comedy, Drama",39647,1988-10-18,
404,tt0094514,2015-11-28,2015-11-28,,Murphy Brown,https://www.imdb.com/title/tt0094514/,tvSeries,6.8,30,1988,Comedy,8456,1988-11-14,
405,tt0094582,2015-11-28,2015-11-28,,The Wonder Years,https://www.imdb.com/title/tt0094582/,tvSeries,8.3,22,1988,"Comedy, Drama, Family, Romance",34268,1988-01-31,
406,tt0094535,2015-11-28,2015-11-28,,Red Dwarf,https://www.imdb.com/title/tt0094535/,tvSeries,8.4,30,1988,"Adventure, Comedy, Sci-Fi",32645,1988-02-15,
407,tt0096626,2015-11-28,2015-11-28,,The Kids in the Hall,https://www.imdb.com/title/tt0096626/,tvSeries,8.3,25,1988,Comedy,8560,1988-10-16,
408,tt0173553,2015-11-28,2015-11-28,,Les Guignols de l'info,https://www.imdb.com/title/tt0173553/,tvSeries,8.0,8,1988,"Animation, Comedy",310,1988-08-31,
409,tt0096540,2015-11-28,2015-11-28,,Bangkok Hilton,https://www.imdb.com/title/tt0096540/,tvMiniSeries,7.9,270,1989,"Drama, Thriller",4545,1989-11-05,
410,tt0096531,2015-11-28,2015-11-28,,Alien Nation,https://www.imdb.com/title/tt0096531/,tvSeries,6.8,60,1989,"Crime, Drama, Sci-Fi",4662,1989-09-18,
411,tt0094525,2015-11-28,2015-11-28,,Poirot,https://www.imdb.com/title/tt0094525/,tvSeries,8.6,100,1989,"Crime, Drama, Mystery, Thriller",38354,1989-01-08,
412,tt0096656,2015-11-28,2015-11-28,,Mother Love,https://www.imdb.com/title/tt0096656/,tvMiniSeries,8.4,220,1989,"Drama, Thriller",372,1989-10-20,
413,tt0096535,2015-11-28,2015-11-28,,Around the World in 80 Days,https://www.imdb.com/title/tt0096535/,tvMiniSeries,7.2,266,1989,"Action, Adventure, Comedy, Drama, Romance",2883,1989-04-16,
414,tt0092337,2015-11-28,2015-11-28,,Dekalog,https://www.imdb.com/title/tt0092337/,tvMiniSeries,9.0,572,1989,Drama,22122,1989-05-16,
415,tt0096697,2015-11-28,2015-11-28,,The Simpsons,https://www.imdb.com/title/tt0096697/,tvSeries,8.7,22,1989,"Animation, Comedy",366266,1989-12-17,
416,tt0096658,2015-11-28,2015-11-28,,Navarro,https://www.imdb.com/title/tt0096658/,tvSeries,6.3,90,1989,"Crime, Drama",513,1989-10-26,
417,tt0096537,2015-11-28,2015-11-28,,The Arsenio Hall Show,https://www.imdb.com/title/tt0096537/,tvSeries,6.4,60,1989,"Comedy, Family, Music, Talk-Show",743,1989-01-03,
418,tt0096542,2015-11-28,2015-11-28,,Baywatch,https://www.imdb.com/title/tt0096542/,tvSeries,5.3,60,1989,"Action, Adventure, Crime, Drama, Romance",25068,1989-09-22,
419,tt0096684,2015-11-28,2015-11-28,,Quantum Leap,https://www.imdb.com/title/tt0096684/,tvSeries,8.1,60,1989,"Action, Adventure, Drama, Mystery, Sci-Fi",26374,1989-03-26,
420,tt0096679,2015-11-28,2015-11-28,,Press Gang,https://www.imdb.com/title/tt0096679/,tvSeries,8.1,1290,1989,"Family, Comedy, Drama",841,1989-01-16,
421,tt0096716,2015-11-28,2015-11-28,,Traffik,https://www.imdb.com/title/tt0096716/,tvMiniSeries,8.4,315,1989,"Crime, Drama",1426,1989-06-22,
422,tt0098904,2015-11-28,2015-11-28,,Seinfeld,https://www.imdb.com/title/tt0098904/,tvSeries,8.8,22,1989,Comedy,256365,1989-07-05,
423,tt0098749,2015-11-28,2015-11-28,,"Beverly Hills, 90210",https://www.imdb.com/title/tt0098749/,tvSeries,6.4,44,1990,"Drama, Romance",31396,1990-10-04,
424,tt0098817,2015-11-28,2015-11-28,,Harry Enfield's Television Programme,https://www.imdb.com/title/tt0098817/,tvSeries,7.3,30,1990,Comedy,1648,1990-11-08,
425,tt0098858,2015-11-28,2015-11-28,,The Mary Whitehouse Experience,https://www.imdb.com/title/tt0098858/,tvSeries,8.0,30,1990,Comedy,191,1990-10-03,
426,tt0098800,2015-11-28,2015-11-28,,The Fresh Prince of Bel-Air,https://www.imdb.com/title/tt0098800/,tvSeries,7.9,22,1990,Comedy,121991,1990-09-10,
427,tt0098833,2015-11-28,2015-11-28,,Jeeves and Wooster,https://www.imdb.com/title/tt0098833/,tvSeries,8.4,55,1990,Comedy,11695,1990-04-22,
428,tt0098882,2015-11-28,2015-11-28,,One Foot in the Grave,https://www.imdb.com/title/tt0098882/,tvSeries,7.8,90,1990,"Comedy, Drama",5677,1990-01-04,
429,tt0098936,2015-11-28,2015-11-28,,Twin Peaks,https://www.imdb.com/title/tt0098936/,tvSeries,8.8,47,1990,"Crime, Drama, Mystery, Thriller",176056,1989-09-28,
430,tt0098945,2015-11-28,2015-11-28,,Waiting for God,https://www.imdb.com/title/tt0098945/,tvSeries,7.7,30,1990,Comedy,1599,1990-06-28,
431,tt0173548,2015-11-28,2015-11-28,,Fort Boyard,https://www.imdb.com/title/tt0173548/,tvSeries,7.0,100,1990,"Adventure, Comedy, Family, Game-Show",417,1990-07-01,
432,tt0098878,2015-11-28,2015-11-28,,Northern Exposure,https://www.imdb.com/title/tt0098878/,tvSeries,8.3,60,1990,"Comedy, Drama",15096,1990-07-12,
433,tt0096657,2015-11-28,2015-11-28,,Mr. Bean,https://www.imdb.com/title/tt0096657/,tvSeries,8.5,25,1990,"Comedy, Family",103144,1990-01-01,
434,tt0098837,2015-11-28,2015-11-28,,Keeping Up Appearances,https://www.imdb.com/title/tt0098837/,tvSeries,7.8,60,1990,Comedy,14165,1990-10-29,
435,tt0098844,2015-11-28,2015-11-28,,Law & Order,https://www.imdb.com/title/tt0098844/,tvSeries,7.7,45,1990,"Crime, Drama, Mystery, Thriller",31957,1990-09-13,
436,tt0098032,2015-11-28,2015-11-28,,Oranges Are Not the Only Fruit,https://www.imdb.com/title/tt0098032/,tvMiniSeries,7.6,165,1989,Drama,919,1989-11-30,
437,tt0098820,2015-11-28,2015-11-28,,Have I Got News for You,https://www.imdb.com/title/tt0098820/,tvSeries,7.9,29,1990,"Comedy, Game-Show, News",4486,1990-09-28,
438,tt0098825,2015-11-28,2015-11-28,,House of Cards,https://www.imdb.com/title/tt0098825/,tvMiniSeries,8.5,226,1990,Drama,13275,1990-11-18,
439,tt0099864,2015-11-28,2015-11-28,,It,https://www.imdb.com/title/tt0099864/,tvMiniSeries,6.8,192,1990,"Drama, Horror, Mystery, Thriller",114319,1990-11-18,
440,tt0098781,2015-11-28,2015-11-28,,Drop the Dead Donkey,https://www.imdb.com/title/tt0098781/,tvSeries,8.0,,1990,Comedy,1248,1990-08-09,
441,tt0120974,2015-11-28,2015-11-28,,The Jerry Springer Show,https://www.imdb.com/title/tt0120974/,tvSeries,3.7,60,1991,Talk-Show,4007,1991-09-30,
442,tt0101074,2015-11-28,2015-11-28,,Dark Season,https://www.imdb.com/title/tt0101074/,tvSeries,6.5,25,1991,"Adventure, Family, Sci-Fi, Thriller",175,1991-11-14,
443,tt0103376,2015-11-28,2015-11-28,,Bottom,https://www.imdb.com/title/tt0103376/,tvSeries,8.2,30,1991,Comedy,11798,1991-09-17,
444,tt0101123,2015-11-28,2015-11-28,,The House of Eliott,https://www.imdb.com/title/tt0101123/,tvSeries,8.0,50,1991,Drama,1117,1991-08-31,
445,tt0162076,2015-11-28,2015-11-28,,Familie,https://www.imdb.com/title/tt0162076/,tvSeries,3.7,30,1991,"Drama, Family",346,1991-12-30,
446,tt0101054,2015-11-28,2015-11-28,,The Brittas Empire,https://www.imdb.com/title/tt0101054/,tvSeries,7.1,30,1991,Comedy,2823,1991-01-03,
447,tt0101053,2015-11-28,2015-11-28,,Brides of Christ,https://www.imdb.com/title/tt0101053/,tvMiniSeries,8.3,,1991,Drama,603,1991-09-04,
448,tt0101104,2015-11-28,2015-11-28,,G.B.H.,https://www.imdb.com/title/tt0101104/,tvMiniSeries,8.6,567,1991,Drama,653,1991-06-06,
449,tt0167644,2015-11-28,2015-11-28,,Maigret,https://www.imdb.com/title/tt0167644/,tvSeries,7.9,90,1991,"Crime, Drama, Mystery",496,1991-10-14,
450,tt0098898,2015-11-28,2015-11-28,,Prime Suspect,https://www.imdb.com/title/tt0098898/,tvMiniSeries,8.4,207,1991,"Crime, Drama, Mystery, Thriller",6713,1991-04-07,
451,tt0101032,2015-11-28,2015-11-28,,2point4 Children,https://www.imdb.com/title/tt0101032/,tvSeries,6.9,40,1991,Comedy,1121,1991-09-03,
452,tt0106042,2015-11-28,2015-11-28,,Julie Lescaut,https://www.imdb.com/title/tt0106042/,tvSeries,4.7,90,1992,"Crime, Drama",375,1992-01-09,
453,tt0108967,2015-11-28,2015-11-28,,A Touch of Frost,https://www.imdb.com/title/tt0108967/,tvSeries,7.8,105,1992,"Crime, Drama, Mystery",6437,1992-12-06,
454,tt0103491,2015-11-28,2015-11-28,,Melrose Place,https://www.imdb.com/title/tt0103491/,tvSeries,5.8,60,1992,"Drama, Romance",11076,1992-07-08,
455,tt0103520,2015-11-28,2015-11-28,,The Real World,https://www.imdb.com/title/tt0103520/,tvSeries,5.0,30,1992,"Drama, Reality-TV",3761,1992-05-21,
456,tt0103434,2015-11-28,2015-11-28,,"Gute Zeiten, schlechte Zeiten",https://www.imdb.com/title/tt0103434/,tvSeries,2.8,25,1992,"Drama, Family, Romance",1169,1992-05-11,
457,tt0105929,2015-11-28,2015-11-28,,Absolutely Fabulous,https://www.imdb.com/title/tt0105929/,tvSeries,8.1,45,1992,Comedy,18153,1992-11-12,
458,tt0103362,2015-11-28,2015-11-28,,Between the Lines,https://www.imdb.com/title/tt0103362/,tvSeries,8.2,50,1992,"Crime, Drama",432,1992-09-04,
459,tt0103522,2015-11-28,2015-11-28,,Red Shoe Diaries,https://www.imdb.com/title/tt0103522/,tvSeries,5.7,30,1992,"Drama, Romance",911,1992-06-27,
460,tt0101143,2015-11-28,2015-11-28,,Men Behaving Badly,https://www.imdb.com/title/tt0101143/,tvSeries,7.7,45,1992,Comedy,7315,1992-02-18,
461,tt0103466,2015-11-28,2015-11-28,,The Larry Sanders Show,https://www.imdb.com/title/tt0103466/,tvSeries,8.4,30,1992,Comedy,7523,1992-08-15,
462,tt0105943,2015-11-28,2015-11-28,,As Time Goes By,https://www.imdb.com/title/tt0105943/,tvSeries,8.2,60,1992,"Comedy, Romance",3843,1992-01-12,
463,tt0098911,2015-11-28,2015-11-28,,Shortland Street,https://www.imdb.com/title/tt0098911/,tvSeries,4.8,30,1992,Drama,851,1992-05-25,
464,tt0105958,2015-11-28,2015-11-28,,Boy Meets World,https://www.imdb.com/title/tt0105958/,tvSeries,8.1,23,1993,"Comedy, Drama, Family",39015,1993-09-24,
465,tt0106179,2015-11-28,2015-11-28,,The X Files,https://www.imdb.com/title/tt0106179/,tvSeries,8.6,45,1993,"Crime, Drama, Mystery, Sci-Fi, Thriller",199737,1993-09-10,
466,tt0106168,2015-11-28,2015-11-28,,"Walker, Texas Ranger",https://www.imdb.com/title/tt0106168/,tvSeries,5.5,43,1993,"Action, Adventure, Crime, Drama, Western",15310,1993-04-21,
467,tt0106028,2015-11-28,2015-11-28,,Homicide: Life on the Street,https://www.imdb.com/title/tt0106028/,tvSeries,8.5,60,1993,"Crime, Drama, Mystery, Thriller",11572,1993-01-31,
468,tt0106053,2015-11-28,2015-11-28,,Late Show with David Letterman,https://www.imdb.com/title/tt0106053/,tvSeries,6.9,60,1993,"Comedy, Music, Talk-Show",12789,1993-08-30,
469,tt0220265,2015-11-28,2015-11-28,,Ry�ri no tetsujin,https://www.imdb.com/title/tt0220265/,tvSeries,8.5,60,1993,"Game-Show, Reality-TV",1048,1993-10-10,
470,tt0106136,2015-11-28,2015-11-28,,Snowy River: The McGregor Saga,https://www.imdb.com/title/tt0106136/,tvSeries,7.2,60,1994,"Drama, Western",616,1994-12-31,
471,tt0107423,2015-11-28,2015-11-28,,Lipstick on Your Collar,https://www.imdb.com/title/tt0107423/,tvMiniSeries,8.1,360,1993,"Comedy, Drama, Musical, War",1254,1993-02-21,
472,tt0105977,2015-11-28,2015-11-28,,Cracker,https://www.imdb.com/title/tt0105977/,tvSeries,8.4,100,1993,"Crime, Drama, Mystery",5612,1993-09-27,
